Randomized_String,Original_String,TextScore
Irraducibla Polynomial.,When Is a Polynomial a Composition of Other Polynomials?,1.25
Miller-Rcbin Tett.,Miller.,1.0
IC-Iategrated Circuit.,Integrated Circuit (IC) Decamouflaging: Reverse Engineering Camouflaged ICs within Minutes.,1.45
S/MIMA.,S. I. S./CB.,1.25
Privacy-Eaabled Database.,Privately Querying Privacy: Privacy Estimation with Guaranteed Privacy of User and Database Party.,1.6875
2<i>k</i>-Ary Expoaeatiatioa.,"<i>SBIBD</i>(4<i>k</i><sup>2</sup>, 2<i>k</i><sup>2</sup> +<i>k</i>, <i>k</i><sup>2</sup> +<i>k</i>) and Hadamard matrices of order 4<i>k</i><sup>2</sup> with maximal excess are equivalent.",2.337053571428571
Wab Sarvica Sacurisy.,WAB*: A Quantitative Metric Based on WAB.,1.0499999999999998
Impossibla Diffaransial Assack.,,0.0
HTTP Sessioa Security.,On the Security of Parsing Security-Relevant HTTP Headers in Modern Browsers.,1.5
Tecond Preimcge Retittcnce.,,0.0
Tecure Multipcrty Computction (TMC).,Analysis of TMC Antenna Solutions.,0.625
Cookie.,(In-)Security of Cookies in HTTPS: Cookie Theft by Removing Cookie Flags.,1.203125
Ioatgoiery Arithietic.,,0.0
Protected Iode.,Protection systems and protection implementations.,1.125
Tcmper Detection.,Detecting Censor Detection.,1.25
Client Puzzlet.,Secure and Authorized Client-to-Client Communication for LwM2M.,1.0
Jacobi Syibol.,Fast structured Jacobi-Jacobi transforms.,1.0499999999999998
SWIRL.,swirl.,1.0
Key Encryption Key.,Key Encryption Key.,1.9166666666666665
CBC digitcl tigncture guidelinet.,Error Oracle Attacks on CBC Mode: Is There a Future for CBC Mode Encryption?,0.9166666666666667
Pclmprint Recognition.,From Activity Recognition to Situation Recognition.,1.125
Collision Assack.,Binomial Collisions and Near Collisions.,1.125
Tecure Remote Progrcmming.,"Labicom Labs 2015: Remote Laser Virtual and Remote Lab, Global Navigation Satellite Systems Virtual and Remote Lab, Microwave Amplifier Remote Lab.",1.1348684210526316
Web Tingle Tign On cnd TCML.,To web or not to web.,1.5
Liss Dacoding.,"Inter sensor comparison between RESOURCESAT LISS III, LISS IV and AWiFS with reference to coastal landuse/landcover studies.",0.8571428571428571
Trusted Coiputiag Platfori Alliaace.,In Trust We Trust.,1.5
Security of Distaace Bouadiag Protocols.,A Security Analysis Method of Security Protocol Implementation Based on Unpurified Security Protocol Trace and Security Protocol Implementation Ontology.,2.2375
NASSIA Projacs.,,0.0
Digitcl Tigncture Ttcndcrd.,,0.0
Public Key Infrcttructure.,On Splitting Public Keys for the Public Key Infrastructure.,2.0
Slida Assack.,,0.0
Noda Raplicasion.,Memories on Professor Matu-tarow Noda.,0.6
Field Polyaoiial.,"The Field of View, the Field of Resolution, and the Field of Contrast Sensitivity.",1.25
Tecurity Verificction.,,0.0
Adversarial/Exteraal Kaowledge (Privacy ia the Preseace of).,Privacy Skyline: Privacy with Multidimensional Adversarial Knowledge.,1.5833333333333335
RSA Digisal Signasura Schama.,RSA+: An algorithm at least as secure as RSA.,1.0499999999999998
Iadistiaguishability of Eacryptioas.,,0.0
Tecure Computction.,,0.0
Sruss Modals.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Triple-DES.,Neuro-Cryptanalysis of DES and Triple-DES.,1.65
Insagar Facsoring.,,0.0
Public Key Proxy Eacryptioa.,Proxy Re-Encryption Schemes with Proxy Having Its Own Public/Private Keys.,2.0625
Prima numbar.,Prima materia.,0.75
Shortest Vector Problei.,"Sampling Methods for Shortest Vectors, Closest Vectors and Successive Minima.",1.5
Forial Iethods ia Certificatioa aad Evaluatioa.,History of the IAS-Society and the IAS-conferences.,1.0499999999999998
Eacryptioa.,,0.0
Cloud Computing.,A Survey on Mobile Cloud Computing: Mobile Computing + Cloud Computing (MCC = MC + CC).,2.0
Elliptic Curve Cryptography.,Creating an Elliptic Curve arithmetic unit for use in elliptic curve cryptography.,2.3888888888888893
Torut-Bcted Cryptogrcphy.,,0.0
Ancrypsion.,,0.0
Header-Based Attacks.,Header-Based Attacks.,2.0
Psaudo-Noisa Saquancas (PN-Saquancas).,OpenACC acceleration for the PN-PN-2 algorithm in Nek5000.,0.9642857142857142
Acquirer.,Acquirer.,1.0
CDH.,CDH.,1.0
Zero-Kaowledge.,Zero-Zero Mobility: Intra-Frequency Handovers with Zero Interruption and Zero Failures.,1.3125
Allipsic Curva Sraca Compusasion.,Criptografia com Curvas El&iacute;pticas.,0.5833333333333334
Asyiietric Cryptosystei.,,0.0
Seader Aaoayiity.,SEADer++: social engineering attack detection in online environments using machine learning.,0.55
Advaaced Hash Coipetitioa.,"Hashing in Practive, Analysis of Hashing and Universal Hashing.",1.3125
Multilevel Dctcbcte.,A Multilevel Intelligent Assistant for Multilevel Social Network Analysis.,0.9642857142857142
Ovarspanding Pravansion.,,0.0
Cdwcre.,,0.0
Firawall.,,0.0
Chroot Jail.,Chroot Jail.,1.5
Entity Retolution.,Entity Summarization Based on Entity Grouping in Multilingual Projected Entity Space.,1.1666666666666665
GOST.,"Additional Cryptographic Algorithms for Use with GOST 28147-89, GOST R 34.10-94, GOST R 34.10-2001, and GOST R 34.11-94 Algorithms.",1.1005434782608694
Binding Pcttern.,DP-Bind: a web server for sequence-based prediction of DNA-binding residues in DNA-binding proteins.,1.076923076923077
Chaffiag aad Wiaaowiag.,AADS+: AADL Simulation Including the Behavioral Annex.,0.5833333333333334
Fict-Thcmir Identificction Protocol cnd the Feige-Fict-Thcmir Tigncture Tcheme.,A protocol converter for nonblocking protocols.,1.125
Compromiting Emcnctiont.,,0.0
Fctt Correlction Cttcck.,,0.0
Ganaric Assacks Againss DLP.,A reduction of semigroup DLP to classic DLP.,1.0499999999999998
Tubexponenticl Time.,Time of Time.,1.5
Ravarsa Public Kay Ancrypsion.,The Public at the Table: From Public Access to Public Participation.,1.3125
Synchronous Ssraam Ciphar.,Virtual synchronization: uncoupling synchronization annotations from synchronization code.,1.25
Mulsipracision Squaring.,Roots of Square: Cryptanalysis of Double-Layer Square and Square+.,1.25
Proof of Work.,"Proofs, Proofs, Proofs, and Proofs.",1.875
DeBruijn tequence.,DeBruijn Cellular Automata: A Dynamic Machine Model Based on deBruijn Graph Approach.,0.8999999999999999
Heredity.,Heredity.,1.0
Copy Protectioa.,Learn to Copy from the Copying History: Correlational Copy Network for Abstractive Summarization.,1.1666666666666665
Rabin Crypsosyssam.,<i>w</i>-Rabin numbers and strong <i>w</i>-Rabin numbers of folded hypercubes.,0.9166666666666667
Gcp.,An overview of the GCP programming language.,0.625
Chinete Wcll Model.,On Modeling - Models of models.,1.75
CPS Carsificasa Pracsica Ssasamans.,Specifying and Reasoning about CPS through the Lens of the NIST CPS Framework.,0.9642857142857142
Two-Factor Autheaticatioa.,Two-Factor or not Two-Factor? A Comparative Usability Study of Two-Factor Authentication.,2.275
Assribusa Carsificasa.,,0.0
Geae.,GEAE: Gated Enhanced Autoencoder based Feature Extraction and Clustering for Customer Segmentation.,0.55
Adwards Coordinasas.,,0.0
User Autheaticatioa.,When is a user not a user?: Who are we? What do we do?,1.5
Biomasric Sassing.,SASSE: the collaborative editor.,0.6666666666666666
Bincry exponentiction.,,0.0
Cnthropometric Cuthenticction.,,0.0
Jcmming Retittcnce.,,0.0
Iatrusioa Detectioa ia Ad Hoc aetworks.,How to Make ad-hoc Polymorphism Less ad-hoc.,1.9285714285714284
Diffie-Hellmcn Key Cgreement.,A Conference Key Scheme Based on the Diffie-Hellman Key Exchange.,1.5
Accass Lisss.,A Large Publicly Accassible Prototype Audio Database for Music Research.,0.5625
Elliptic Curves.,Faster arithmetic on elliptic curves using Fp2. Application to GLV-GLS and NIST elliptic curves over Fp isomorphic to twisted Hessian curves over fields extension.,1.8421052631578947
Discrasionary Accass Consrol Policias (DAC).,DAC.,1.0
Miss-in-sha-Middla Assack.,"Identifiers and Test Vectors for HMAC-SHA-224, HMAC-SHA-256, HMAC-SHA-384, and HMAC-SHA-512.",1.1875
Multivcricte Cryptogrcphy.,,0.0
TTT.,LT TTT - A Flexible Tokenisation Tool.,0.6
Polyinssansiasion.,,0.0
Timultcneout Exponentiction.,,0.0
Consrol Vacsors.,,0.0
Lectt Common Multiple.,Supplier selection and supply quantity allocation of common and non-common parts with multiple criteria under multiple products.,1.7307692307692306
Phi Function.,Phi Function.,1.5
PKCS.,PKCS.,1.0
Levels of Trust.,Measuring Trust in Online Social Networks - The Effects of Network Parameters on the Level of Trust in Trust Games with Incomplete Information.,1.5982142857142856
Adminissrasiva Policias in SQL.,"SQL:1999 &amp; SQL:2003 - Objektrelationales SQL, SQLJ &amp; SQL/XML",1.278409090909091
Tpecific Emitter Identificction (TEI).,An Introduction to the TEI and the TEI Consortium.,1.125
Iaxiis.,,0.0
Autocorrelatioa.,,0.0
Public Key Cryptography.,The quantum nature of cryptography: problems of public-key cryptography and the prospect of quantum key distribution.,2.3181818181818183
Imparsonasion Assack.,,0.0
NSA Suisa B.,"A Lower Bound for {a+b: a in A, b in B, and P(a, b) != 0}.",1.40625
OCEP: Optimcl Ctymmetric Encryption Pcdding.,Searchable Encryption to Reduce Encryption Degradation in Adjustably Encrypted Databases.,1.203125
aetwork Baadwidth Deaial of Service (DoS).,To DOS or not to DOS.,1.5
Graat Optioa.,,0.0
RSA Problam.,RSA-OAEP Is Secure under the RSA Assumption.,1.0499999999999998
Linaar Crypsanalysis for Block Ciphars.,To Block or Not to Block?,1.5
Boolecn Functiont.,,0.0
Cold-Boot Attacks.,Cold-Boot Attacks.,2.0
Monitoring.,Nested Monitors: Monitors as Expressions to Build Monitors.,1.3125
Sypa Chacking and Sacurisy.,On Sparse Parity Chack Matrices (Extended Abstract).,0.5833333333333334
Time-Bcted Cccett Control.,An enhanced control parameterization technique with variable switching times for constrained optimal control problems with control-dependent time-delayed arguments and discrete time-delayed arguments.,2.0124999999999997
Rcbin Digitcl Tigncture Tcheme.,,0.0
Blum Insagar.,Blum-Blum-Shub Pseudorandom Bit Generator.,1.0
RSA Digital Sigaature Scheie.,"Digital Objects, Digital Subjects and Digital Societies: Deontology in the Age of Digitalization.",1.3541666666666667
aoaialleability.,,0.0
Mcchine Recdcble Trcvel Document Tecurity.,"Network Processing of Documents, for Documents, by Documents.",1.4000000000000001
Shriakiag Geaerator.,,0.0
Pteudo-Noite Tequence (PN-Tequence).,OpenACC acceleration for the PN-PN-2 algorithm in Nek5000.,0.9642857142857142
CRS.,Towards Accountability in CRS Generation.,0.625
Thcnnon't Model.,On Modeling - Models of models.,1.75
aoarepudiable Agreeieat.,,0.0
HTTP Digest Autheaticatioa.,Instance Digests in HTTP.,1.3333333333333333
Probabilistic Key Shariag.,Using probabilistic argumentation for key validation in public-key cryptography.,1.5
Keyword-Bcted Retrievcl over Encrypted Dctc.,Off-Line Keyword Guessing Attacks on Searchable Encryption with Keyword-Recoverability.,1.5
ACI.,Where HCI meets ACI.,0.6666666666666666
VTTT.,,0.0
Modulcr Crithmetic.,,0.0
Web-Based Security Protocols.,A Security Analysis Method of Security Protocol Implementation Based on Unpurified Security Protocol Trace and Security Protocol Implementation Ontology.,2.7708333333333335
Tender Cnonymity.,TendeR-Sims - Similarity Retrieval System for Public Tenders.,0.9642857142857142
Non-Mcllecbility.,"Non-marketed options, non-existence of equilibria, and non-linear prices.",1.1666666666666665
Microdctc Ttctitticcl Ditcloture Control.,Control: Controller.,1.5
Blind Signasura.,Blind HIBE and its Applications to Identity-Based Blind Signature and Blind Decryption.,1.1666666666666665
Allipsic Curva Poins Mulsiplicasion Using Halving.,Sequential Halving Using Scores.,1.25
Safe Priie.,"Safe Email, Safe Office, and Safe Web Browser.",1.25
Biomasrics for Idansisy Managamans and Fialds of Applicasion.,,0.0
Electro-Mcgnetic Fingerprinting.,Electro-Magnetic Fingerprinting.,1.3333333333333333
Confirmar Signasuras.,,0.0
Formcl Methodt for the Orcnge Book.,Book Reviews: a Book with a Book Cipher.,1.4000000000000001
Rule-Based Access Coatrol.,Provalets - OSGi-Based Prova Agents for Rule-Based Data Access.,2.0277777777777777
Digital Sigaature Scheie Based oa IcEliece.,From Traditional to Digital: Factors to Integrate Traditional Game-Based Learning into Digital Game-Based Learning Environment.,1.7307692307692306
Fcctorizction Circuitt.,,0.0
Tecond preimcge retittcnce.,,0.0
Pertoncl Identificction Number (PIN).,A method of quickly calculating the number of pinning nodes on pinning synchronization in complex networks.,1.45
Oae-Way Chaia.,Being a permutation is also orthogonal to one-wayness in quantum world: Impossibilities of quantum one-way permutations from one-wayness primitives.,1.05
Adapsiva Chosan Plainsaxs and Chosan Cipharsaxs Assack.,,0.0
Sacurisy of Cognisiva Radios.,ETSI Reconfigurable Radio Systems - Software Defined Radio and Cognitive Radio standards.,1.1375
Mulsicass Aushansicasion.,,0.0
Blowfish.,Blowfish.,1.0
Spaakar Biomasrics.,,0.0
Confidansialisy Modal.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Key Etcrow.,The Key to the Key.,1.5
Millar-Rabin Probabilissic Primalisy Sass.,Pipelined Implementation of Millar-Rabin Primality Tester Using Altera FPGA Kit.,1.1
Aggregate Sigaatures.,To Aggregate or Not to Aggregate: That is the Question.,1.25
CRYPTREC (Japaaese Cryptographic Algorithi Evaluatioa Project).,CRYPTREC Project - Cryptographic Evaluation Project for the Japanese Electronic Government.,2.0625
Kay Ancrypsion Kay.,A conversation with Alan Kay.,0.6666666666666666
Massar Kay.,Commentary on Kaplan and Kay.,0.6666666666666666
Cover Story.,Story/story.,1.5
HTTP Digett Cccett Cuthenticction Tcheme.,HTTP/2 Cannon: Experimental analysis on HTTP/1 and HTTP/2 request flood DDoS attacks.,1.076923076923077
Barter.,Barter.,1.0
Trcntport-Level Tecurity.,Relating vehicle-level and network-level reliability through high-level fault injection.,1.1375
Correlction Immune cnd Retilient Boolecn Functiont.,Scale Invariance of Immune System Response Rates and Times: Perspectives on Immune System Architecture and Implications for Artificial Immune Systems,1.05
Schaorr Digital Sigaature Scheie.,"Digital Objects, Digital Subjects and Digital Societies: Deontology in the Age of Digitalization.",1.3541666666666667
Iultifactor Autheaticatioa.,,0.0
Polynomial Sima.,When Is a Polynomial a Composition of Other Polynomials?,1.25
Tlide Cttcck.,,0.0
Verificble Tecret Thcring.,,0.0
Anomalous Binary Curvas.,Anomalous Binary Curves.,1.3333333333333333
Iceiaa Attack.,Construction of Overflow Attacks Based on Attack Element and Attack Template.,1.203125
Wireless Locatioaal Privacy.,On the Trade-Off between User-Location Privacy and Queried-Location Privacy in Wireless Sensor Networks.,1.45
Key Variatioa.,The Key to the Key.,1.5
Sieviag.,,0.0
Samporal Aushorizasion Modals.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Pseudo-raadoi auiber geaerator.,Implicative Pseudo-BCK Algebras and Implicative Pseudo-Filters of Pseudo-BCK Algebras.,1.1375
HMCC.,HMCC: A Hybrid Mobile Cloud Computing Framework Exploiting Heterogeneous Resources.,0.5555555555555556
Uatraceability.,,0.0
Dasignasad Confirmar Signasura.,,0.0
Fcult Cttcck.,,0.0
Ideatity-Based Cryptosysteis.,Ideation decks: a card-based design ideation tool.,1.5357142857142856
Teiperature Attack.,ML Attack Models: Adversarial Attacks and Data Poisoning Attacks.,1.203125
TLS.,Automatic Registration of TLS-TLS and TLS-MLS Point Clouds Using a Genetic Algorithm.,1.1136363636363635
RTC Public-Key Encryption.,Combining Public Key Encryption with Keyword Search and Public Key Encryption.,2.75
BLP.,BLP.,1.0
CPS Certificate Practice Stateieat.,"CPS, Certificate Practice Statement.",1.875
Singla Auro Paymanss Araa.,,0.0
PKIX Public Key Iafrastructure (X.509).,Internet X.509 Public Key Infrastructure Representation of Key Exchange Algorithm (KEA) Keys in Internet X.509 Public Key Infrastructure Certificates.,3.6217105263157894
Public-Key Encryption.,Combining Public Key Encryption with Keyword Search and Public Key Encryption.,2.75
Ttctic Code Cnclytit.,"Code, coding and coded perspectives.",1.53125
Ttction-to-Ttction Protocol.,A protocol converter for nonblocking protocols.,1.125
Block Ciphers.,Iterative Block Ciphers from Tweakable Block Ciphers with Long Tweaks.,1.875
Pairing-Basad Kay Axchanga.,Algebraic Decoding of BCH Codes over Symbol-Pair Read Channels: Cases of Two-Pair and Three-Pair Error Correction.,1.05
Woris ia Cellular aetworks.,On Uplink-Downlink Duality for Cellular IA.,1.2
Digass Aushansicasion.,,0.0
Sacurisy.,,0.0
Differenticl Power Cnclytit.,The power of power-laws: Or how to save power in SoC.,1.3125
Quadrasic Rasidua.,,0.0
Wisnass Hiding.,Hiding Information Hiding.,1.25
Taiper Resistaace.,,0.0
Privacy-Awara Dasabasa.,Privacy ad Absurdum - How Workplace Privacy Dashboards Compromise Privacy.,1.203125
NSRU.,,0.0
Consrol Vacsor.,,0.0
Signad Window Axponansiasion.,Left-over Windows Cause Window Clutter... But What Causes Left-over Windows?,1.203125
Plcyfcir Cipher.,Statistical Cipher Feedback of Stream Ciphers.,1.0499999999999998
