Randomized_String,Original_String
Reduced Gr&ouil;baer Bases Free Differeace-Differeatial Iodules aad Differeace-Differeatial Diieasioa Polyaoiials.,Truncated Differentials.
Closura of Polynomial Sima Parsial Informasion Classas undar Polynomial Sima Raducsions.,Minimal Polynomial.
Iodels for User Access Patteras oa the Web: Seiaatic Coateat versus Access History.,Access Pattern.
Ageat-iediated aoa-repudiatioa protocols.,Nonrepudiation.
Oa the State Coiplexity of Star of Uaioa aad Star of Iatersectioa.,CPU Starvation.
aoaliaear Feedback Shift Register.,Nonlinear Feedback Shift Register.
Autheaticated Key Agreeieat with Key Re-use ia the Short Autheaticated Striags Iodel.,Key Authentication.
Perfectly Cluttering Wordt cre Primitive Potitive Elementt of the Free Group.,Primitive Element.
On sha law <i>S</i> ( <i>S</i> ( <i>x</i>  <i>y</i> ) <i>S</i> ( <i>x</i>  <i>y</i> )) = <i>S</i> ( <i>x</i>  <i>y</i> ) of fuzzy logic.,<i>L</i> Notation.
Iastaat Castiag Iovie Theater: The Future Cast Systei.,Cast.
Liaear Cryptaaalysis for Streai Ciphers.,Linear Cryptanalysis for Stream Ciphers.
SSH.,SSH.
Improving Pccket Flow Counting With Fingerprint Counting.,Point Counting.
Coiplex Security Policy? A Loagitudiaal Aaalysis of Deployed Coateat Security Policies.,Consistency Verification of Security Policy.
Boundt on the tolution of the time-vcrying linecr mctrix differenticl equction (<i>t</i>) = <i>C</i><tup>H</tup>(<i>t</i>) <i>P</i>(<i>t</i>) + <i>P</i>(<i>t</i>) <i>C</i>(<i>t</i>) + <i>Q</i>(<i>t</i>).,Berlekamp <i>Q</i>-matrix.
Heterogeaeous Vulaerability Report Traceability Recovery by Vulaerability Aspect Iatchiag.,Web Vulnerability Assessment.
fisODBOD: An R Packaga so Modal Binomial Ouscoma Dasa using Binomial Mixsura and Alsarnasa Binomial Dissribusions.,Binomial Distribution.
Litt Decoding - Rcndom Coding Exponentt cnd Expurgcted Exponentt.,Decryption Exponent.
C Timple Contrcttive Lecrning Frcmework for Intercctive Crgument Pcir Identificction vic Crgument-Context Extrcction.,Interactive Argument.
Kerberos.,Kerberos.
Deaial-of-Service &aip; Distributed Deaial-of-Service oa The Iateraet.,Denial-of-Service Detection.
Buildiag IT Resources for Post-Acquisitioa IS Iategratioa ia aovice Acquirers.,Acquirer.
UMSS IC Card.,UMTS IC Card.
NFC.,NFC.
Rcdiometric Identificction of Emittert in the Cutomctic Identificction Tyttem.,Radiometric Identification.
(k &#949;)-Cnonymity: k-Cnonymity with &#949;-Differenticl Privccy.,k-Anonymity.
Mcn-in-the-Middle Cttcck.,Man-in-the-Middle Attack.
GCD.,GCD.
Perfectly Cluttering Wordt cre Primitive Potitive Elementt of the Free Group.,Primitive Element.
The Iaclusioa of D0L ia IULTI-RESET.,SET.
An Anonymisy Ravocasion Sachnology for Anonymous Communicasion.,Anonymous Communication.
Hardware Security without Secure Hardware: How to Decrypt with a Password aad a Server.,Hardware Security Module.
RF-Trojaa: Leakiag Kerael Data Usiag Register File Trojaa.,Trojan.
Perfect Forward Secrecy.,Perfect Forward Secrecy.
Security Qualitative Ietrics for Opea Web Applicatioa Security Project Coipliaace.,Web Application Security.
Cutomcted Digitcl Evidence Tcrget Definition Uting Outlier Cnclytit cnd Exitting Evidence.,Tamper Evidence.
How to Conttruct Intervcl Encryption from Bincry Tree Encryption.,Polybios Square Encryption.
AVX-512-based Parallelizatioa of Block Sieviag aad Bucket Sieviag for the Geaeral auiber Field Sieve Iethod.,Number Field Sieve for the DLP.
GenericConv: C Generic Model for Imcge Tcene Clcttificction Uting Few-Thot Lecrning.,Generic Model.
Spreadiag the Privacy Blaaket: Differeatially Oblivious Shuffliag for Differeatial Privacy.,Differential Privacy.
Algorithi 970: Optiiiziag the aIST Statistical Test Suite aad the Berlekaip-Iassey Algorithi.,Berlekamp-Massey Algorithm.
IL Attack Iodels: Adversarial Attacks aad Data Poisoaiag Attacks.,Blackmailing Attacks.
De-Skewiag.,De-Skewing.
Network Together: Node Clcttificction vic Crott-Network Deep Network Embedding.,Network DoS.
Buffer Overrun.,Buffer Overrun.
Security of Web Browser Scriptiag Laaguages.,Security of Web Browser Scripting Languages.
Everywhere Tecond Preimcge Retittcnt Hcth Function (etec).,Everywhere Second Preimage Resistant Hash Function (esec).
Deployiag Iultiple Aateaaas oa High-speed Traias: Equidistaat Strategy v.s. Fixed-Iaterval Strategy.,Anti-Jamming Strategy.
On Key Cgreement cnd Conference Key Cgreement.,Group Key Agreement.
Cn Cttribute Grcph Bcted Cpprocch to Mcp Loccl Cccett Control Policiet to Credenticl Bcted Cccett Control Policiet.,"Access Control Policies, Models, and Mechanisms."
HTTP Cuthenticction: Bctic cnd Digett Cccett Cuthenticction.,HTTP Basic Authentication.
Characteristic Aspects of Additive Iaaufacturiag Security Froi Security Awareaess Perspectives.,Access Control from an OS Security Perspective.
Cutonomout Preference-Cwcre Informction Tervicet Integrction for High Retponte in Integrcted Fcded Informction Field Tyttemt.,Information Integrity.
Verified Jcvc Bytecode Verificction (Verified Jcvc Bytecode Verificction).,Human Ear Verification.
A aew Correlatioa Iodel of IoT Attack Based oa Attack Tree.,Correcting-Block Attack.
Cryptaaalysis of IcEliece's Public-Key Cryptosystei.,Public-Key Cryptosystem.
Trcde-offt Between Devicet cnd Pctht in Cchieving Ditk Interlecving.,Sieving.
Iipact of Behavior Clusteriag oa Web Surfer Behavior Predictioa.,Malware Behavior Clustering.
Elliptic Curve Sigaature Scheies.,Elliptic Curve Signature Schemes.
Time-Memory Trcde-Offt for Tcber+ on Memory-Conttrcined RITC-V Plctform.,Time-Memory Trade-offs.
ISO-9796 Signasura Ssandards.,ISO-9796 Signature Standards.
Why would we get attacked? Aa aaalysis of attacker's aiis behiad DDoS attacks.,Inversion attack.
InTilico Proteomict Tyttem: Integrction cnd Cpplicction of Protein cnd Protein-Protein Intercction Dctc uting Microtoft .NET.,Proton.
Equction-Bcted Model Dctc Ttructure for High Level Phyticcl Modelling Model Timplificction cnd Modelicc-Export.,Standard Model.
Sha Dynamics of Fis and sha Fis of Dynamics: Aligning IS in a Dynamic Organizasion.,Dynamic Separation of Duties.
Cryptcnclytit of the Ctmel Cipher in TecureMemory CryptoMemory cnd CryptoRF.,Cryptrec.
Diffie-Hellmcn Key Cgreement.,Diffie-Hellman Key Agreement.
Liaear Feedback Shift Register.,Linear Feedback Shift Register.
Cryptography oa Recoafigurable Devices.,Cryptography on Reconfigurable Devices.
TequenceR: Tequence-to-Tequence Lecrning for End-to-End Progrcm Repcir.,ML-Sequence.
Adversarial Black-Box Attacks with Tiiiag Side-Chaaael Leakage.,Side-Channel Leakage.
Run.,Run.
Iicrodata Disclosure Protectioa.,Microdata Disclosure Protection.
Misigasing cybar-sacurisy risks using MILS.,MILS.
A Flexible Authorizatioa Fraiework for E-Coiierce.,Flexible Authorization Framework (FAF).
Eaforciag Iultilevel Security Policies ia Database-Defiaed aetworks usiag Row-Level Security.,Multilevel Security Policies.
ECC.,ECC.
Aushansicasion Prosocol using MYK-NSRUSign Signasura Algorishm in Wiralass Naswork Anvironmans.,NTRUSign.
Dctc Generction Uting Gene Exprettion Generctor.,Summation Generator.
CCIT2-Code.,CCIT2-Code.
Iategratiag Object Orieated Role-Based Access Coatrol Iodel with Iaadatory Access Coatrol Priaciples.,Mandatory Access Control.
Cn Intrution Detection Model Bcted Upon Intrution Detection Mcrkup Lcngucge.,Intrusion Detection.
Coibat Iobile Evasive Ialware via Skip-Grai-Based Ialware Detectioa.,Malware Detection.
A Cryptographically Souad Security Proof of the aeedhai-Schroeder-Lowe Public-Key Protocol.,Needham-Schroeder Protocols.
Core Modelling Conceptt in Object-Oriented Conceptucl Modelling.,Conceptual Modeling.
Aa HDLC Protocol Specificatioa aad Its Verificatioa Usiag Iiage Protocols,Identity Verification Protocol.
Laarning Kruskal's Algorishm Prim's Algorishm and Dijkssra's Algorishm by Board Gama.,Barrett's Algorithm.
Busiaess-Drivea Eaterprise Authorizatioa - Ioviag Towards a Uaified Authorizatioa Architecture.,Authorization architecture.
"FFT Fcctory: Cdcpting Coppertmith't ""Fcctorizction Fcctory"" to the Function Field Tieve.",Function Field Sieve.
Error-Correcting Cyclic Codet.,Error-Correcting Cyclic Codes.
POSTER: Oa the Capability of DaS Cache Poisoaiag Attacks.,Web Cache Poisoning Attacks.
Prograi Verificatioa aad Verificatioa Orieated Prograiiiag.,Program Verification and Security.
CookieCooker - Cookiet tcutchen - Profile vermitchen.,SYN Cookie Defense.
Locomotion generctor for robotic fith uting cn evolutioncry optimized centrcl pcttern generctor.,Combination generator.
DHP.,DHP.
Broadcast Autheaticatioa froi a Coaditioaal Perspective.,Broadcast Authentication from a Conditional Perspective.
Boundt on the tolution of the time-vcrying linecr mctrix differenticl equction (<i>t</i>) = <i>C</i><tup>H</tup>(<i>t</i>) <i>P</i>(<i>t</i>) + <i>P</i>(<i>t</i>) <i>C</i>(<i>t</i>) + <i>Q</i>(<i>t</i>).,Berlekamp <i>Q</i>-matrix.
Tecrchcble Encryption to Reduce Encryption Degrcdction in Cdjuttcbly Encrypted Dctcbctet.,Encryption Exponent.
"Policing ""Fcke"" Femininity: Cuthenticity Cccountcbility cnd Influencer Cntifcndom.",Vicinity Card.
Clgorithmic Crott-Complexity cnd Relctive Complexity.,Algorithmic Complexity Attacks.
Informction tecurity mcncgement (2): guidelinet to the mcncgement of informction technology tecurity (GMITT).,Information Security Management System.
Reaewable Traitor Traciag: A Trace-Revoke-Trace Systei For Aaoayious Attack.,Tracing Traitors.
aovel Oae Tiie Sigaatures (aOTS): A Coipact Post-Quaatui Digital Sigaature Scheie.,Elgamal Digital Signature Scheme.
Fingerprint Pclmprint Hcndprint cnd Toleprint Tentor.,Fingerprint Authentication.
Urbcn Rocd Network cnd Tcxi Network Modeling Bcted on Complex Network Theory.,Mix Networks.
Sracking sha Avolusion of Cookia-basad Sracking on Facabook.,Tracking Cookie.
Rootkits.,Rootkits.
Iaadatory Access Coatrol Policy (IAC).,Mandatory Access Control Policy (MAC).
MASH Hash Funcsions (Modular Arishmasic Sacura Hash).,MASH Hash Functions (Modular Arithmetic Secure Hash).
IT Security Iaaageieat - IT Securiteers - Settiag up aa IT Security Fuactioa,Web Security.
Secret Shariag Systei aad Secret Shariag Iatrix.,Secret Sharing Schemes.
Proacsiva Aavasdropping Wish Jamming and Aavasdropping Moda Salacsion.,Eavesdropping.
The SpeakIa Speaker Verificatioa Systei for Far-Field Speaker Verificatioa Challeage 2022.,Speaker Identification and Verification (SIV).
Uncommon Commons? Craasiva Commons Licancing in Horizon 2020 Dasa Managamans Plans.,Common Criteria.
The mcncgement pcrcdigm thift: Chcllenget from element mcncgement to tervice mcncgement.,Entitlements Management.
Leveragiag Oatologies upoa a Holistic Privacy-Aware Access Coatrol Iodel.,Privacy-Aware Access Control Policies.
Wireless LAa Security Solutioas for Secure Wireless Coiiuaicatioas.,Secure Wireless Multicast.
Kleptographic Attack oa Elliptic Curve Based Cryptographic Protocols.,Knapsack Cryptographic Schemes.
ViTc-TLCM: Biologicclly-Intpired Vituo-Tcctile TLCM.,LCM.
A Coipreheasive Reputatioa Coiputatioa Iodel Based oa Fuzzy Regressioa Iethod of Cross-Doiaia Users.,Antispam Based on Sender Reputation.
Aibieat Calculus aad its Logic ia the Calculus of Iaductive Coastructioas.,Index Calculus Method.
Protocol Eagiaeeriag Priaciples for Cryptographic Protocols Desiga.,Cryptographic Protocol.
MagPairing: Pairing Smarsphonas in Closa Proximisy Using Magnasomasars.,Pairings.
Verified Multiple-Time Tigncture Tcheme from One-Time Tigncturet cnd Timettcmping.,Time-Stamping.
Cognitive Rcdio with Rcndom Number of Tecondcry Number of Utert.,Random Number Testing.
IT Security Iaaageieat - IT Securiteers - Settiag up aa IT Security Fuactioa,Script Language Security.
Elliptic Curve Key Agreeieat Scheies.,Elliptic Curve Key Agreement Schemes.
Intercctive Perception: Levercging Cction in Perception cnd Perception in Cction.,Interception.
Security ia Iodera Busiaess: Security Assessieat Iodel for Iaforiatioa Security Practices.,Web Session Security.
Streai ciphers aad the eSTREAI project.,eSTREAM.
Forward-Secure Iultisigaature Threshold Sigaature aad Bliad Sigaature Scheies.,Monotone Signatures.
Delegateable Sigaature Usiag Witaess Iadistiaguishable aad Witaess Hidiag Proofs.,Witness Hiding.
Ieiory aad State Exhaustioa DoS.,Memory and State Exhaustion DoS.
Sha braadsh of Shamir's sacras-sharing schama.,Shamir's Trick.
Pervasive Uaiversity - A Techaical Perspective (Die Pervasive Uaiversity aus techaischer Perspektive).,"One Time Password, from a Key Management Perspective."
A Techaique for Seii-autoiatic Database Iategratioa ia Database Federatioas.,Hippocratic Database.
Klapsography: Using Crypsography Againss Crypsography.,Threshold Cryptography.
The DBlock faiily of block ciphers.,Block ciphers.
Perfect Forward Secrecy.,Perfect Forward Secrecy.
Secure Storage aad Retrieval of IoT Data Based oa Private Iaforiatioa Retrieval.,Private Information Retrieval.
IL Attack Iodels: Adversarial Attacks aad Data Poisoaiag Attacks.,Replay Attack.
Key Life Cycle Mcncgement.,Key Life Cycle Management.
Known plcintext cttcck.,Known plaintext attack.
Object Recding: Text Recognition for Object Recognition.,Gait Recognition.
Weak keys of the Diffe Helliaa key exchaage I.,Weak keys.
Tieving in Function Fieldt.,Sieving in Function Fields.
Collisioa-Resistaace froi Iulti-Collisioa-Resistaace.,Collision resistance.
X.509.,X.509.
Elliptic cnd Hyperelliptic Curvet: c Prccticcl Tecurity Cnclytit.,Elliptic Curve.
Arrasic Axsramism Causas Dynamic Consansus: A Naw Modal for Opinion Dynamics.,Keystroke Dynamics.
Autheaticated IPv6 Packet Traceback Agaiast Reflector Based Packet Floodiag Attack.,Packet Flooding Attack.
Cnthropometric cnd Cnthropomorphic Fecturet Cpplied to c Mechcniccl Finger.,Anthropometry.
Klapsography: Using Crypsography Againss Crypsography.,Quantum Cryptography.
Point cnd Control: The Intuitive Method to Control Multi-device with Tingle Remote Control.,Formal Methods and Access Control.
Objacs-Basad Parallal NFS (pNFS) Oparasions.,NFS.
Password-Based Tripartite Key Exchaage Protocol with Forward Secrecy.,Tripartite Key Exchange.
Regulcting the Pcce of von Neumcnn Correctort.,von Neumann Correction.
opeaHPI's Codiag Tool Faiily: CodeOceaa CodeHarbor CodePilot.,Ron's Code 5.
Montgomery Crithmetic.,Montgomery Arithmetic.
Solitaire.,Solitaire.
Circuit Access Coatrol Strategies ia Iategrated Digital aetworks.,Web Access Control Strategies.
Cdcpting the Wecknettet of the Rcndom Orccle Model to the Generic Group Model.,Random Oracle Model.
Ieasuriag Software Security froi the Desiga of Software.,Measurement Models of Software Security.
Euclid's Algorithi Guass' Eliiiaatioa aad Buchberger's Algorithi.,Euclid's Algorithm.
Fias-Shamir Idansificasion Prosocol And Sha Fias-Shamir Signasura Schama.,Fiat-Shamir Identification Protocol And The Fiat-Shamir Signature Scheme.
Uting Linecr Congruenticl Generctort for Cryptogrcphic Purpotet.,Linear Congruential Generator.
Aa HDLC Protocol Specificatioa aad Its Verificatioa Usiag Iiage Protocols,Identity Verification Protocol.
C&aelig;sar cipher.,C&aelig;sar cipher.
Rawrisa Rawrisa Rawrisa Rawrisa Rawrisa.,Iris.
Deep Fingerprinting: Undermining Webtite Fingerprinting Defentet with Deep Lecrning.,Fingerprinting.
Perforiaace Aaalysis of 3D XPoiat SSDs ia Virtualized aad aoa-Virtualized Eaviroaieats.,Virtualized Packer.
Cliaical Practical Guideliae Editor - Cliaical Practical Guideliae-based Decisioa Support Tool.,Practical E-Cash.
Pteudo Rcndom Number Generction Uting LTTMt cnd Irrctioncl Numbert.,Pseudorandom Number Generator.
Iultiplicative Kaapsack Cryptosystei.,Multiplicative Knapsack Cryptosystem.
Cutomctic Generction Clgorithm of Penetrction Grcph in Penetrction Tetting.,Penetration Testing.
Hyperelliptic Curve Cryptosysteis: Closiag the Perforiaace Gap to Elliptic Curves.,Hyperelliptic Curves Performance.
Residue Checker with Sigaed-Digit Arithietic for Error Detectioa of Arithietic Circuits.,Residue Arithmetic.
HBaseSpatial: A Scalable Spatial Data Storage Based oa HBase.,Base.
NCLDB: nucleic ccid ligcnd dctcbcte for tmcll moleculet tcrgeting nucleic ccid.,Nucleic Acid.
IL Attack Iodels: Adversarial Attacks aad Data Poisoaiag Attacks.,SYN Flood Attack.
Couatiag Reducible Powerful aad Relatively Irreducible Iultivariate Polyaoiials over Fiaite Fields.,Irreducible Polynomial.
Selectioa of Refereace Sigaatures for Autoiatic Sigaature Verificatioa.,Autotomic Signatures.
Machina Undarssanding - Machina Parcapsion and Machina Parcapsion MU,Crypto Machines.
Mcn-in-the-Middle Cttcck.,Man-in-the-Middle Attack.
Retecrch on Ccche Timing Cttcck Cgcintt RTC with Tliding Window Exponentiction Clgorithm.,Sliding Window Exponentiation.
Informction Flow cnd Noninterference.,Information Flow and Noninterference.
Cloud Security aad Privacy Ietaiodel - Ietaiodel for Security aad Privacy Kaowledge ia Cloud Services.,Web Client Security and Privacy.
Iterative Block Ciphers froi Tweakable Block Ciphers with Loag Tweaks.,C2 - Block Cipher.
GeneFcce++: Generclized cnd Ttcble Recl-Time Cudio-Driven 3D Tclking Fcce Generction.,Prime Generation.
Decompotition of Clgebrct Over Finite Fieldt cnd Number Fieldt.,Algebraic Number Field.
Reiote Software-Based Attestatioa for Wireless Seasors.,Software-Based Attestation.
Services Coiputiag: Froi Cloud Services Iobile Services to Iateraet of Services.,Escrow Service.
Secret Shariag Systei aad Secret Shariag Iatrix.,Secret Sharing Schemes.
Elliptic Curve Sigaature Scheies.,Elliptic Curve Signature Schemes.
Litt Decoding - Rcndom Coding Exponentt cnd Expurgcted Exponentt.,Public Exponent.
